LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1734686986.385252,1262818.000,7238,3,GY,1,100,1.343
1734686986.425252,1262858.000,7238,3,GY,1,100,0.854
1734686986.465251,1262898.000,7255,2,GY,1,100,-1.129
1734686986.505250,1262938.000,7255,2,GY,1,100,-3.479
1734686986.545249,1262978.000,7269,3,GY,1,100,-4.700
1734686986.585249,1263018.000,7269,3,GY,1,100,1.831
1734686986.625248,1263058.000,7269,3,GY,1,100,1.129
1734686986.665247,1263098.000,7287,3,GY,1,100,-2.350
1734686986.705246,1263138.000,7287,3,GY,1,100,-5.615
1734686986.745245,1263178.000,7287,3,GY,1,100,-7.446
1734686986.785245,1263218.000,7303,2,GY,1,100,-4.120
1734686986.825244,1263258.000,7303,2,GY,1,100,-2.472
1734686986.865243,1263298.000,7320,3,GY,1,100,1.465
1734686986.905242,1263338.000,7320,3,GY,1,100,-0.671
1734686986.945241,1263378.000,7320,3,GY,1,100,-0.641
1734686986.978741,1263411.500,7334,2,GY,1,100,2.411
1734686987.012240,1263445.000,7334,2,GY,1,100,1.984
1734686987.052239,1263485.000,7352,3,GY,1,100,2.716
1734686987.092238,1263525.000,7352,3,GY,1,100,1.709
1734686987.132238,1263565.000,7352,3,GY,1,100,-3.387
1734686987.172237,1263605.000,7368,3,GY,1,100,-0.854
1734686987.212236,1263645.000,7368,3,GY,1,100,2.075
1734686987.252235,1263685.000,7368,3,GY,1,100,2.411
1734686987.292235,1263725.000,7385,2,GY,1,100,2.075
1734686987.332234,1263765.000,7385,2,GY,1,100,-1.587
1734686987.372233,1263805.000,7400,3,GY,1,100,-4.364
1734686987.412232,1263845.000,7400,3,GY,1,100,-6.561
1734686987.452231,1263885.000,7400,3,GY,1,100,-5.219
1734686987.492231,1263925.000,7417,2,GY,1,100,-1.617
1734686987.532230,1263965.000,7417,2,GY,1,100,-1.953
1734686987.572229,1264005.000,7433,3,GY,1,100,-0.916
1734686987.612228,1264045.000,7433,3,GY,1,100,0.244
1734686987.652227,1264085.000,7433,3,GY,1,100,-0.641
1734686987.692227,1264125.000,7451,2,GY,1,100,-1.556
1734686987.732226,1264165.000,7451,2,GY,1,100,-3.113
1734686987.772225,1264205.000,7466,3,GY,1,100,-2.533
1734686987.812224,1264245.000,7466,3,GY,1,100,-0.488
1734686987.852223,1264285.000,7466,3,GY,1,100,1.373
1734686987.892223,1264325.000,7482,2,GY,1,100,1.373
1734686987.932222,1264365.000,7482,2,GY,1,100,1.831
1734686987.972221,1264405.000,7499,3,GY,1,100,0.122
1734686988.012220,1264445.000,7499,3,GY,1,100,-1.556
1734686988.052219,1264485.000,7499,3,GY,1,100,-1.282
1734686988.087885,1264520.667,7516,3,GY,1,100,0.946
1734686988.123551,1264556.333,7516,3,GY,1,100,6.073
1734686988.159217,1264592.000,7516,3,GY,1,100,1.953
1734686988.199217,1264632.000,7532,2,GY,1,100,-1.312
1734686988.239216,1264672.000,7532,2,GY,1,100,-2.960
1734686988.279215,1264712.000,7547,3,GY,1,100,-3.448
1734686988.319214,1264752.000,7547,3,GY,1,100,-0.732
1734686988.359213,1264792.000,7547,3,GY,1,100,-0.397
1734686988.399213,1264832.000,7564,2,GY,1,100,-0.092
1734686988.439212,1264872.000,7564,2,GY,1,100,-2.655
1734686988.479211,1264912.000,7581,3,GY,1,100,-1.617
1734686988.519210,1264952.000,7581,3,GY,1,100,-0.092
1734686988.559209,1264992.000,7581,3,GY,1,100,-1.404
1734686988.599209,1265032.000,7599,2,GY,1,100,0.061
1734686988.639208,1265072.000,7599,2,GY,1,100,-0.031
1734686988.679207,1265112.000,7615,3,GY,1,100,4.181
1734686988.719206,1265152.000,7615,3,GY,1,100,2.075
1734686988.759205,1265192.000,7615,3,GY,1,100,0.183
1734686988.798871,1265231.667,7631,3,GY,1,100,-0.214
1734686988.838537,1265271.333,7631,3,GY,1,100,-1.221
1734686988.878203,1265311.000,7631,3,GY,1,100,0.610
1734686988.918202,1265351.000,7648,2,GY,1,100,-0.702
1734686988.958201,1265391.000,7648,2,GY,1,100,-1.251
1734686988.998201,1265431.000,7665,3,GY,1,100,-0.336
1734686989.038200,1265471.000,7665,3,GY,1,100,0.275
1734686989.078199,1265511.000,7665,3,GY,1,100,-0.183
1734686989.118198,1265551.000,7680,2,GY,1,100,-1.923
1734686989.158198,1265591.000,7680,2,GY,1,100,-3.967
1734686989.198197,1265631.000,7696,3,GY,1,100,-1.434
1734686989.238196,1265671.000,7696,3,GY,1,100,-2.289
1734686989.278195,1265711.000,7696,3,GY,1,100,-1.862
1734686989.313861,1265746.667,7713,3,GY,1,100,-0.397
1734686989.349527,1265782.333,7713,3,GY,1,100,-0.793
1734686989.385193,1265818.000,7713,3,GY,1,100,0.000
1734686989.425192,1265858.000,7730,2,GY,1,100,-1.038
1734686989.465191,1265898.000,7730,2,GY,1,100,-1.587
1734686989.505191,1265938.000,7746,3,GY,1,100,-2.533
1734686989.545190,1265978.000,7746,3,GY,1,100,-0.427
1734686989.585189,1266018.000,7746,3,GY,1,100,-0.946
1734686989.625188,1266058.000,7761,2,GY,1,100,-0.824
1734686989.665187,1266098.000,7761,2,GY,1,100,0.336
1734686989.705187,1266138.000,7779,3,GY,1,100,-0.397
1734686989.745186,1266178.000,7779,3,GY,1,100,-0.702
1734686989.785185,1266218.000,7779,3,GY,1,100,-2.136
1734686989.825184,1266258.000,7803,3,GY,1,100,-2.350
1734686989.865184,1266298.000,7803,3,GY,1,100,-1.038
1734686989.905183,1266338.000,7803,3,GY,1,100,-0.092
1734686989.945182,1266378.000,7819,3,GY,1,100,0.336
1734686989.985181,1266418.000,7819,3,GY,1,100,-1.160
1734686990.025180,1266458.000,7819,3,GY,1,100,-1.434
1734686990.065180,1266498.000,7839,3,GY,1,100,-0.183
1734686990.105179,1266538.000,7839,3,GY,1,100,0.214
1734686990.145178,1266578.000,7839,3,GY,1,100,-0.916
1734686990.185177,1266618.000,7853,2,GY,1,100,-1.373
1734686990.225176,1266658.000,7853,2,GY,1,100,-0.916
1734686990.265176,1266698.000,7870,3,GY,1,100,-0.824
1734686990.305175,1266738.000,7870,3,GY,1,100,-0.305
1734686990.345174,1266778.000,7870,3,GY,1,100,-0.549
1734686990.380840,1266813.667,7887,3,GY,1,100,1.465
1734686990.416506,1266849.333,7887,3,GY,1,100,0.610
1734686990.452172,1266885.000,7887,3,GY,1,100,-1.312
1734686990.492171,1266925.000,7904,2,GY,1,100,-1.251
1734686990.532170,1266965.000,7904,2,GY,1,100,-0.610
1734686990.572170,1267005.000,7920,3,GY,1,100,-0.641
1734686990.612169,1267045.000,7920,3,GY,1,100,-0.793
1734686990.652168,1267085.000,7920,3,GY,1,100,-1.556
1734686990.692167,1267125.000,7938,2,GY,1,100,-1.709
1734686990.732166,1267165.000,7938,2,GY,1,100,0.092
1734686990.772166,1267205.000,7956,3,GY,1,100,-0.427
1734686990.812165,1267245.000,7956,3,GY,1,100,-0.397
1734686990.852164,1267285.000,7956,3,GY,1,100,-0.671
1734686990.892163,1267325.000,7973,2,GY,1,100,-1.740
1734686990.932162,1267365.000,7973,2,GY,1,100,0.183
1734686990.972162,1267405.000,7988,3,GY,1,100,-0.519
1734686991.012161,1267445.000,7988,3,GY,1,100,-0.122
1734686991.052160,1267485.000,7988,3,GY,1,100,-0.549
1734686991.092159,1267525.000,8005,2,GY,1,100,-1.221
1734686991.132158,1267565.000,8005,2,GY,1,100,-0.183
1734686991.172158,1267605.000,8021,3,GY,1,100,-1.251
1734686991.212157,1267645.000,8021,3,GY,1,100,-0.183
1734686991.252156,1267685.000,8021,3,GY,1,100,-1.160
1734686991.292155,1267725.000,8038,2,GY,1,100,-1.190
1734686991.332154,1267765.000,8038,2,GY,1,100,0.122
1734686991.372154,1267805.000,8057,3,GY,1,100,0.427
1734686991.412153,1267845.000,8057,3,GY,1,100,0.153
1734686991.452152,1267885.000,8057,3,GY,1,100,-0.641
1734686991.492151,1267925.000,8072,2,GY,1,100,-0.732
1734686991.532151,1267965.000,8072,2,GY,1,100,0.305
1734686991.572150,1268005.000,8088,3,GY,1,100,-0.519
1734686991.612149,1268045.000,8088,3,GY,1,100,-0.458
1734686991.652148,1268085.000,8088,3,GY,1,100,-0.793
1734686991.687481,1268120.333,8106,3,GY,1,100,-1.099
1734686991.722813,1268155.667,8106,3,GY,1,100,-0.519
1734686991.758146,1268191.000,8106,3,GY,1,100,0.549
1734686991.798145,1268231.000,8122,2,GY,1,100,0.793
1734686991.838144,1268271.000,8122,2,GY,1,100,-1.038
1734686991.878144,1268311.000,8137,3,GY,1,100,-0.549
1734686991.918143,1268351.000,8137,3,GY,1,100,-1.984
1734686991.958142,1268391.000,8137,3,GY,1,100,-0.427
1734686991.998141,1268431.000,8154,3,GY,1,100,-0.397
1734686992.038140,1268471.000,8154,3,GY,1,100,-1.526
1734686992.078140,1268511.000,8154,3,GY,1,100,-1.465
1734686992.118139,1268551.000,8171,2,GY,1,100,-0.671
1734686992.158138,1268591.000,8171,2,GY,1,100,-0.793
1734686992.198137,1268631.000,8187,3,GY,1,100,-1.709
1734686992.238136,1268671.000,8187,3,GY,1,100,-0.641
1734686992.278136,1268711.000,8187,3,GY,1,100,-1.221
1734686992.318135,1268751.000,8202,2,GY,1,100,-1.221
1734686992.358134,1268791.000,8202,2,GY,1,100,-1.495
1734686992.398133,1268831.000,8219,3,GY,1,100,-1.495
1734686992.438133,1268871.000,8219,3,GY,1,100,0.061
1734686992.478132,1268911.000,8219,3,GY,1,100,-0.641
1734686992.518131,1268951.000,8238,2,GY,1,100,-0.122
1734686992.558130,1268991.000,8238,2,GY,1,100,-0.122
1734686992.598129,1269031.000,8254,3,GY,1,100,-0.427
1734686992.638129,1269071.000,8254,3,GY,1,100,0.427
1734686992.678128,1269111.000,8254,3,GY,1,100,-1.251
1734686992.718127,1269151.000,8271,2,GY,1,100,-0.610
1734686992.758126,1269191.000,8271,2,GY,1,100,-0.610
1734686992.793792,1269226.667,8286,3,GY,1,100,-2.258
1734686992.829458,1269262.333,8286,3,GY,1,100,-4.730
1734686992.865124,1269298.000,8286,3,GY,1,100,-6.378
1734686992.905123,1269338.000,8303,3,GY,1,100,-1.221
1734686992.945122,1269378.000,8303,3,GY,1,100,3.204
1734686992.985121,1269418.000,8303,3,GY,1,100,4.333
1734686993.025121,1269458.000,8320,2,GY,1,100,0.061
1734686993.065120,1269498.000,8320,2,GY,1,100,-0.641
1734686993.105119,1269538.000,8337,3,GY,1,100,-0.031
1734686993.145118,1269578.000,8337,3,GY,1,100,-0.580
1734686993.185118,1269618.000,8337,3,GY,1,100,-0.519
1734686993.225117,1269658.000,8351,2,GY,1,100,-1.160
1734686993.265116,1269698.000,8351,2,GY,1,100,-1.526
1734686993.305115,1269738.000,8371,3,GY,1,100,-2.228
1734686993.345114,1269778.000,8371,3,GY,1,100,-1.282
1734686993.385114,1269818.000,8371,3,GY,1,100,-0.916
1734686993.425113,1269858.000,8387,3,GY,1,100,-0.397
1734686993.465112,1269898.000,8387,3,GY,1,100,2.136
1734686993.505111,1269938.000,8387,3,GY,1,100,0.122
1734686993.545110,1269978.000,8404,2,GY,1,100,-0.610
1734686993.585110,1270018.000,8404,2,GY,1,100,-0.275
1734686993.625109,1270058.000,8418,3,GY,1,100,-1.190
1734686993.665108,1270098.000,8418,3,GY,1,100,-0.610
1734686993.705107,1270138.000,8418,3,GY,1,100,-1.282
1734686993.745106,1270178.000,8436,2,GY,1,100,-0.092
1734686993.785106,1270218.000,8436,2,GY,1,100,-1.221
1734686993.825105,1270258.000,8452,3,GY,1,100,-1.373
1734686993.865104,1270298.000,8452,3,GY,1,100,-1.190
1734686993.905103,1270338.000,8452,3,GY,1,100,-0.366
1734686993.945102,1270378.000,8469,2,GY,1,100,-1.007
1734686993.985102,1270418.000,8469,2,GY,1,100,-1.099
1734686994.020434,1270453.333,8484,3,GY,1,100,-1.190
1734686994.055767,1270488.667,8484,3,GY,1,100,2.258
1734686994.091100,1270524.000,8484,3,GY,1,100,1.465
1734686994.131099,1270564.000,8501,3,GY,1,100,-0.092
1734686994.171098,1270604.000,8501,3,GY,1,100,-0.519
1734686994.211097,1270644.000,8501,3,GY,1,100,-1.038
1734686994.251096,1270684.000,8519,2,GY,1,100,-1.190
1734686994.291096,1270724.000,8519,2,GY,1,100,-0.977
1734686994.331095,1270764.000,8537,3,GY,1,100,-1.343
1734686994.371094,1270804.000,8537,3,GY,1,100,-1.709
1734686994.411093,1270844.000,8537,3,GY,1,100,-0.977
1734686994.451092,1270884.000,8551,2,GY,1,100,-0.732
1734686994.491092,1270924.000,8551,2,GY,1,100,0.427
1734686994.531091,1270964.000,8568,3,GY,1,100,2.502
1734686994.571090,1271004.000,8568,3,GY,1,100,-2.167
1734686994.611089,1271044.000,8568,3,GY,1,100,-2.930
1734686994.651088,1271084.000,8584,2,GY,1,100,0.336
1734686994.691088,1271124.000,8584,2,GY,1,100,0.458
1734686994.731087,1271164.000,8602,3,GY,1,100,-0.366
1734686994.771086,1271204.000,8602,3,GY,1,100,-0.763
1734686994.811085,1271244.000,8602,3,GY,1,100,-2.472
1734686994.851084,1271284.000,8617,2,GY,1,100,-1.038
1734686994.891084,1271324.000,8617,2,GY,1,100,-0.641
1734686994.931083,1271364.000,8642,4,GY,1,100,-0.946
1734686994.971082,1271404.000,8642,4,GY,1,100,-0.153
1734686995.011081,1271444.000,8642,4,GY,1,100,0.000
1734686995.051080,1271484.000,8642,4,GY,1,100,-0.854
1734686995.091080,1271524.000,8658,3,GY,1,100,-1.556
1734686995.131079,1271564.000,8658,3,GY,1,100,-1.190
1734686995.171078,1271604.000,8658,3,GY,1,100,1.190
1734686995.206744,1271639.667,8675,3,GY,1,100,0.763
1734686995.242410,1271675.333,8675,3,GY,1,100,-2.380
1734686995.278076,1271711.000,8675,3,GY,1,100,-1.312
1734686995.317575,1271750.500,8691,2,GY,1,100,-0.275
1734686995.357074,1271790.000,8691,2,GY,1,100,-1.282
1734686995.397407,1271830.333,8709,3,GY,1,100,-1.373
1734686995.437740,1271870.667,8709,3,GY,1,100,-1.801
1734686995.478072,1271911.000,8709,3,GY,1,100,-0.397
1734686995.518071,1271951.000,8723,2,GY,1,100,0.153
1734686995.558070,1271991.000,8723,2,GY,1,100,0.122
1734686995.597736,1272030.667,8740,3,GY,1,100,-0.519
1734686995.637402,1272070.333,8740,3,GY,1,100,-0.488
1734686995.677068,1272110.000,8740,3,GY,1,100,0.061
1734686995.717067,1272150.000,8759,2,GY,1,100,-0.244
1734686995.757066,1272190.000,8759,2,GY,1,100,-2.014
1734686995.797399,1272230.333,8776,3,GY,1,100,-1.862
1734686995.837732,1272270.667,8776,3,GY,1,100,-1.953
1734686995.878064,1272311.000,8776,3,GY,1,100,-0.305
1734686995.918063,1272351.000,8791,2,GY,1,100,-0.214
1734686995.958063,1272391.000,8791,2,GY,1,100,-1.373
1734686995.998062,1272431.000,8808,3,GY,1,100,-1.007
1734686996.038061,1272471.000,8808,3,GY,1,100,1.404
1734686996.078060,1272511.000,8808,3,GY,1,100,3.723
1734686996.117726,1272550.667,8824,3,GY,1,100,-0.580
1734686996.157392,1272590.333,8824,3,GY,1,100,-0.092
1734686996.197058,1272630.000,8824,3,GY,1,100,-0.244
1734686996.237557,1272670.500,8841,2,GY,1,100,-1.251
1734686996.278056,1272711.000,8841,2,GY,1,100,-2.228
1734686996.318055,1272751.000,8858,3,GY,1,100,-1.129
1734686996.358055,1272791.000,8858,3,GY,1,100,-0.641
1734686996.398054,1272831.000,8858,3,GY,1,100,-0.244
1734686996.431053,1272864.000,8873,2,GY,1,100,-1.862
1734686996.464052,1272897.000,8873,2,GY,1,100,-0.977
1734686996.504052,1272937.000,8891,3,GY,1,100,3.204
1734686996.544051,1272977.000,8891,3,GY,1,100,0.610
1734686996.584050,1273017.000,8891,3,GY,1,100,0.214
1734686996.624049,1273057.000,8908,3,GY,1,100,-0.183
1734686996.664049,1273097.000,8908,3,GY,1,100,-0.946
1734686996.704048,1273137.000,8908,3,GY,1,100,-1.617
1734686996.744047,1273177.000,8925,2,GY,1,100,-1.160
1734686996.784046,1273217.000,8925,2,GY,1,100,-0.122
1734686996.824045,1273257.000,8940,3,GY,1,100,-1.190
1734686996.864045,1273297.000,8940,3,GY,1,100,0.122
1734686996.904044,1273337.000,8940,3,GY,1,100,0.092
1734686996.944043,1273377.000,8956,2,GY,1,100,0.183
1734686996.984042,1273417.000,8956,2,GY,1,100,1.129
1734686997.024041,1273457.000,8974,3,GY,1,100,0.061
1734686997.064041,1273497.000,8974,3,GY,1,100,-0.854
1734686997.104040,1273537.000,8974,3,GY,1,100,-0.336
1734686997.144039,1273577.000,8990,2,GY,1,100,-0.732
1734686997.184038,1273617.000,8990,2,GY,1,100,-1.312
1734686997.224037,1273657.000,9005,3,GY,1,100,-2.045
1734686997.264037,1273697.000,9005,3,GY,1,100,-0.671
1734686997.304036,1273737.000,9005,3,GY,1,100,1.007
1734686997.344035,1273777.000,9022,2,GY,1,100,0.549
1734686997.384034,1273817.000,9022,2,GY,1,100,-1.587
1734686997.424033,1273857.000,9041,3,GY,1,100,-1.617
1734686997.464033,1273897.000,9041,3,GY,1,100,-0.153
1734686997.504032,1273937.000,9041,3,GY,1,100,0.305
1734686997.539698,1273972.667,9057,3,GY,1,100,-0.336
1734686997.575364,1274008.333,9057,3,GY,1,100,-0.763
1734686997.611030,1274044.000,9057,3,GY,1,100,-0.397
1734686997.651029,1274084.000,9072,2,GY,1,100,-0.336
1734686997.691028,1274124.000,9072,2,GY,1,100,-0.366
1734686997.731027,1274164.000,9089,3,GY,1,100,-0.793
1734686997.771027,1274204.000,9089,3,GY,1,100,-1.373
1734686997.811026,1274244.000,9089,3,GY,1,100,0.549
1734686997.851025,1274284.000,9106,2,GY,1,100,2.899
1734686997.891024,1274324.000,9106,2,GY,1,100,-0.031
1734686997.931023,1274364.000,9122,3,GY,1,100,-2.350
1734686997.971023,1274404.000,9122,3,GY,1,100,-1.373
1734686998.011022,1274444.000,9122,3,GY,1,100,-1.007
1734686998.051021,1274484.000,9139,2,GY,1,100,0.488
1734686998.091020,1274524.000,9139,2,GY,1,100,-0.488
1734686998.131019,1274564.000,9154,3,GY,1,100,-1.801
1734686998.171019,1274604.000,9154,3,GY,1,100,-2.045
1734686998.211018,1274644.000,9154,3,GY,1,100,-1.129
1734686998.251017,1274684.000,9173,3,GY,1,100,-0.641
1734686998.291016,1274724.000,9173,3,GY,1,100,-1.434
1734686998.331016,1274764.000,9173,3,GY,1,100,-1.678
1734686998.371015,1274804.000,9190,2,GY,1,100,0.824
1734686998.411014,1274844.000,9190,2,GY,1,100,-0.580
1734686998.451013,1274884.000,9207,3,GY,1,100,-2.258
1734686998.491012,1274924.000,9207,3,GY,1,100,-1.312
1734686998.531012,1274964.000,9207,3,GY,1,100,0.366
1734686998.571011,1275004.000,9221,2,GY,1,100,-1.068
1734686998.611010,1275044.000,9221,2,GY,1,100,-1.434
1734686998.650676,1275083.667,9239,3,GY,1,100,-0.885
1734686998.690342,1275123.333,9239,3,GY,1,100,0.153
1734686998.730008,1275163.000,9239,3,GY,1,100,-2.502
1734686998.766007,1275199.000,9255,3,GY,1,100,-1.434
1734686998.802006,1275235.000,9255,3,GY,1,100,1.831
1734686998.838005,1275271.000,9255,3,GY,1,100,0.458
1734686998.878005,1275311.000,9272,2,GY,1,100,-0.854
1734686998.918004,1275351.000,9272,2,GY,1,100,-0.793
1734686998.958003,1275391.000,9286,3,GY,1,100,0.000
1734686998.998002,1275431.000,9286,3,GY,1,100,-0.580
1734686999.038002,1275471.000,9286,3,GY,1,100,-0.580
1734686999.078001,1275511.000,9306,2,GY,1,100,-0.854
1734686999.118000,1275551.000,9306,2,GY,1,100,-0.763
1734686999.157999,1275591.000,9322,3,GY,1,100,-0.732
1734686999.197998,1275631.000,9322,3,GY,1,100,-0.854
1734686999.237998,1275671.000,9322,3,GY,1,100,-1.007
1734686999.277997,1275711.000,9339,2,GY,1,100,-0.763
1734686999.317996,1275751.000,9339,2,GY,1,100,-0.366
1734686999.357995,1275791.000,9354,3,GY,1,100,-0.214
1734686999.397994,1275831.000,9354,3,GY,1,100,-0.549
1734686999.437994,1275871.000,9354,3,GY,1,100,-0.977
1734686999.477993,1275911.000,9371,2,GY,1,100,-1.160
1734686999.517992,1275951.000,9371,2,GY,1,100,-1.434
1734686999.557991,1275991.000,9387,3,GY,1,100,-1.404
1734686999.597990,1276031.000,9387,3,GY,1,100,-0.183
1734686999.637990,1276071.000,9387,3,GY,1,100,-1.404
1734686999.677989,1276111.000,9405,2,GY,1,100,-1.709
1734686999.717988,1276151.000,9405,2,GY,1,100,-1.099
1734686999.757987,1276191.000,9421,3,GY,1,100,0.671
1734686999.797986,1276231.000,9421,3,GY,1,100,1.190
1734686999.837986,1276271.000,9421,3,GY,1,100,-0.366
1734686999.877985,1276311.000,9438,2,GY,1,100,-1.007
1734686999.917984,1276351.000,9438,2,GY,1,100,-1.373
1734686999.953317,1276386.333,9454,3,GY,1,100,-2.380
1734686999.988649,1276421.667,9454,3,GY,1,100,-0.397
1734687000.023982,1276457.000,9454,3,GY,1,100,0.183
1734687000.063981,1276497.000,9481,3,GY,1,100,-0.153
1734687000.103980,1276537.000,9481,3,GY,1,100,-0.671
1734687000.143980,1276577.000,9481,3,GY,1,100,-1.434
1734687000.183979,1276617.000,9496,2,GY,1,100,-0.580
1734687000.223978,1276657.000,9496,2,GY,1,100,2.502
1734687000.263977,1276697.000,9512,3,GY,1,100,-0.366
1734687000.303976,1276737.000,9512,3,GY,1,100,-3.204
1734687000.343976,1276777.000,9512,3,GY,1,100,-0.977
1734687000.383975,1276817.000,9529,3,GY,1,100,-0.824
1734687000.423974,1276857.000,9529,3,GY,1,100,-1.221
1734687000.463973,1276897.000,9529,3,GY,1,100,-0.671
1734687000.503972,1276937.000,9546,2,GY,1,100,-0.275
1734687000.543972,1276977.000,9546,2,GY,1,100,-0.427
1734687000.583971,1277017.000,9562,3,GY,1,100,-1.495
1734687000.623970,1277057.000,9562,3,GY,1,100,-0.824
1734687000.663969,1277097.000,9562,3,GY,1,100,0.580
1734687000.703968,1277137.000,9578,2,GY,1,100,1.129
1734687000.743968,1277177.000,9578,2,GY,1,100,-0.732
1734687000.783967,1277217.000,9596,3,GY,1,100,-2.991
1734687000.823966,1277257.000,9596,3,GY,1,100,-1.984
1734687000.863965,1277297.000,9596,3,GY,1,100,-1.007
1734687000.903965,1277337.000,9613,2,GY,1,100,0.092
1734687000.943964,1277377.000,9613,2,GY,1,100,0.092
1734687000.983963,1277417.000,9630,3,GY,1,100,-1.648
1734687001.023962,1277457.000,9630,3,GY,1,100,-1.068
1734687001.063961,1277497.000,9630,3,GY,1,100,1.099
1734687001.099627,1277532.667,9645,3,GY,1,100,1.740
1734687001.135293,1277568.333,9645,3,GY,1,100,-1.556
1734687001.170959,1277604.000,9645,3,GY,1,100,-0.244
1734687001.210958,1277644.000,9661,2,GY,1,100,-0.366
1734687001.250957,1277684.000,9661,2,GY,1,100,0.397
1734687001.290957,1277724.000,9678,3,GY,1,100,0.275
1734687001.330956,1277764.000,9678,3,GY,1,100,-1.312
1734687001.370955,1277804.000,9678,3,GY,1,100,-1.526
1734687001.410954,1277844.000,9695,3,GY,1,100,-0.580
1734687001.450953,1277884.000,9695,3,GY,1,100,-0.671
1734687001.490953,1277924.000,9695,3,GY,1,100,-0.488
1734687001.530952,1277964.000,9711,2,GY,1,100,-0.885
1734687001.570951,1278004.000,9711,2,GY,1,100,-1.556
1734687001.610950,1278044.000,9728,3,GY,1,100,1.038
1734687001.650949,1278084.000,9728,3,GY,1,100,-0.854
1734687001.690949,1278124.000,9728,3,GY,1,100,-1.770
1734687001.730948,1278164.000,9746,2,GY,1,100,-0.549
1734687001.770947,1278204.000,9746,2,GY,1,100,0.702
1734687001.810946,1278244.000,9762,3,GY,1,100,1.434
1734687001.850946,1278284.000,9762,3,GY,1,100,0.397
1734687001.890945,1278324.000,9762,3,GY,1,100,-1.251
1734687001.930944,1278364.000,9778,2,GY,1,100,1.099
1734687001.970943,1278404.000,9778,2,GY,1,100,0.916
1734687002.010942,1278444.000,9794,3,GY,1,100,0.275
1734687002.050942,1278484.000,9794,3,GY,1,100,-0.305
1734687002.090941,1278524.000,9794,3,GY,1,100,-0.244
1734687002.130940,1278564.000,9811,2,GY,1,100,-1.129
1734687002.170939,1278604.000,9811,2,GY,1,100,-1.556
1734687002.210938,1278644.000,9827,3,GY,1,100,-1.984
1734687002.250938,1278684.000,9827,3,GY,1,100,-1.343
1734687002.290937,1278724.000,9827,3,GY,1,100,-0.153
1734687002.326269,1278759.333,9845,3,GY,1,100,0.092
1734687002.361602,1278794.667,9845,3,GY,1,100,-0.732
1734687002.396935,1278830.000,9845,3,GY,1,100,-2.228
1734687002.436934,1278870.000,9861,2,GY,1,100,-1.160
1734687002.476933,1278910.000,9861,2,GY,1,100,-1.007
