LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1734686988.199217,1264632.000,7533,2,GZ,1,100,0.488
1734686988.239216,1264672.000,7533,2,GZ,1,100,0.977
1734686988.279215,1264712.000,7548,3,GZ,1,100,1.068
1734686988.319214,1264752.000,7548,3,GZ,1,100,1.160
1734686988.359213,1264792.000,7548,3,GZ,1,100,0.519
1734686988.399213,1264832.000,7565,2,GZ,1,100,0.885
1734686988.439212,1264872.000,7565,2,GZ,1,100,0.916
1734686988.479211,1264912.000,7582,3,GZ,1,100,0.671
1734686988.519210,1264952.000,7582,3,GZ,1,100,0.641
1734686988.559209,1264992.000,7582,3,GZ,1,100,0.275
1734686988.599209,1265032.000,7600,2,GZ,1,100,0.427
1734686988.639208,1265072.000,7600,2,GZ,1,100,0.488
1734686988.679207,1265112.000,7616,3,GZ,1,100,1.282
1734686988.719206,1265152.000,7616,3,GZ,1,100,0.305
1734686988.759205,1265192.000,7616,3,GZ,1,100,0.488
1734686988.798871,1265231.667,7632,3,GZ,1,100,0.336
1734686988.838537,1265271.333,7632,3,GZ,1,100,-0.061
1734686988.878203,1265311.000,7632,3,GZ,1,100,0.458
1734686988.918202,1265351.000,7649,2,GZ,1,100,-0.061
1734686988.958201,1265391.000,7649,2,GZ,1,100,-0.183
1734686988.998201,1265431.000,7666,3,GZ,1,100,-0.122
1734686989.038200,1265471.000,7666,3,GZ,1,100,-0.031
1734686989.078199,1265511.000,7666,3,GZ,1,100,-0.153
1734686989.118198,1265551.000,7681,2,GZ,1,100,-0.580
1734686989.158198,1265591.000,7681,2,GZ,1,100,-1.099
1734686989.198197,1265631.000,7697,3,GZ,1,100,-0.458
1734686989.238196,1265671.000,7697,3,GZ,1,100,-0.702
1734686989.278195,1265711.000,7697,3,GZ,1,100,-0.488
1734686989.313861,1265746.667,7714,3,GZ,1,100,-0.214
1734686989.349527,1265782.333,7714,3,GZ,1,100,-0.427
1734686989.385193,1265818.000,7714,3,GZ,1,100,-0.397
1734686989.425192,1265858.000,7731,2,GZ,1,100,-0.549
1734686989.465191,1265898.000,7731,2,GZ,1,100,-0.183
1734686989.505191,1265938.000,7747,3,GZ,1,100,-0.458
1734686989.545190,1265978.000,7747,3,GZ,1,100,0.122
1734686989.585189,1266018.000,7747,3,GZ,1,100,-0.244
1734686989.625188,1266058.000,7762,2,GZ,1,100,-0.458
1734686989.665187,1266098.000,7762,2,GZ,1,100,-0.153
1734686989.705187,1266138.000,7780,3,GZ,1,100,-0.336
1734686989.745186,1266178.000,7780,3,GZ,1,100,-0.458
1734686989.785185,1266218.000,7780,3,GZ,1,100,-0.549
1734686989.825184,1266258.000,7804,3,GZ,1,100,-0.275
1734686989.865184,1266298.000,7804,3,GZ,1,100,0.092
1734686989.905183,1266338.000,7804,3,GZ,1,100,-0.305
1734686989.945182,1266378.000,7820,3,GZ,1,100,-0.153
1734686989.985181,1266418.000,7820,3,GZ,1,100,-0.305
1734686990.025180,1266458.000,7820,3,GZ,1,100,-0.244
1734686990.065180,1266498.000,7840,3,GZ,1,100,-0.122
1734686990.105179,1266538.000,7840,3,GZ,1,100,-0.244
1734686990.145178,1266578.000,7840,3,GZ,1,100,-0.397
1734686990.185177,1266618.000,7854,2,GZ,1,100,-0.397
1734686990.225176,1266658.000,7854,2,GZ,1,100,-0.305
1734686990.265176,1266698.000,7871,3,GZ,1,100,-0.061
1734686990.305175,1266738.000,7871,3,GZ,1,100,-0.122
1734686990.345174,1266778.000,7871,3,GZ,1,100,-0.549
1734686990.380840,1266813.667,7888,3,GZ,1,100,0.092
1734686990.416506,1266849.333,7888,3,GZ,1,100,-0.122
1734686990.452172,1266885.000,7888,3,GZ,1,100,-0.641
1734686990.492171,1266925.000,7905,2,GZ,1,100,-0.336
1734686990.532170,1266965.000,7905,2,GZ,1,100,-0.305
1734686990.572170,1267005.000,7921,3,GZ,1,100,-0.244
1734686990.612169,1267045.000,7921,3,GZ,1,100,-0.122
1734686990.652168,1267085.000,7921,3,GZ,1,100,-0.122
1734686990.692167,1267125.000,7939,2,GZ,1,100,-0.336
1734686990.732166,1267165.000,7939,2,GZ,1,100,-0.244
1734686990.772166,1267205.000,7957,3,GZ,1,100,-0.427
1734686990.812165,1267245.000,7957,3,GZ,1,100,-0.427
1734686990.852164,1267285.000,7957,3,GZ,1,100,-0.366
1734686990.892163,1267325.000,7974,2,GZ,1,100,-0.488
1734686990.932162,1267365.000,7974,2,GZ,1,100,0.031
1734686990.972162,1267405.000,7989,3,GZ,1,100,-0.275
1734686991.012161,1267445.000,7989,3,GZ,1,100,-0.183
1734686991.052160,1267485.000,7989,3,GZ,1,100,-0.092
1734686991.092159,1267525.000,8006,2,GZ,1,100,-0.244
1734686991.132158,1267565.000,8006,2,GZ,1,100,-0.275
1734686991.172158,1267605.000,8022,3,GZ,1,100,-0.519
1734686991.212157,1267645.000,8022,3,GZ,1,100,-0.244
1734686991.252156,1267685.000,8022,3,GZ,1,100,-0.427
1734686991.292155,1267725.000,8039,2,GZ,1,100,-0.305
1734686991.332154,1267765.000,8039,2,GZ,1,100,-0.183
1734686991.372154,1267805.000,8058,3,GZ,1,100,-0.336
1734686991.412153,1267845.000,8058,3,GZ,1,100,0.061
1734686991.452152,1267885.000,8058,3,GZ,1,100,-0.366
1734686991.492151,1267925.000,8073,2,GZ,1,100,-0.427
1734686991.532151,1267965.000,8073,2,GZ,1,100,-0.061
1734686991.572150,1268005.000,8089,3,GZ,1,100,-0.336
1734686991.612149,1268045.000,8089,3,GZ,1,100,-0.397
1734686991.652148,1268085.000,8089,3,GZ,1,100,-0.336
1734686991.687481,1268120.333,8107,3,GZ,1,100,-0.397
1734686991.722813,1268155.667,8107,3,GZ,1,100,-0.336
1734686991.758146,1268191.000,8107,3,GZ,1,100,-0.061
1734686991.798145,1268231.000,8123,2,GZ,1,100,0.122
1734686991.838144,1268271.000,8123,2,GZ,1,100,-0.488
1734686991.878144,1268311.000,8138,3,GZ,1,100,-0.061
1734686991.918143,1268351.000,8138,3,GZ,1,100,-0.519
1734686991.958142,1268391.000,8138,3,GZ,1,100,-0.153
1734686991.998141,1268431.000,8155,3,GZ,1,100,-0.275
1734686992.038140,1268471.000,8155,3,GZ,1,100,-0.580
1734686992.078140,1268511.000,8155,3,GZ,1,100,-0.519
1734686992.118139,1268551.000,8172,2,GZ,1,100,-0.488
1734686992.158138,1268591.000,8172,2,GZ,1,100,-0.397
1734686992.198137,1268631.000,8188,3,GZ,1,100,-0.519
1734686992.238136,1268671.000,8188,3,GZ,1,100,-0.305
1734686992.278136,1268711.000,8188,3,GZ,1,100,-0.366
1734686992.318135,1268751.000,8203,2,GZ,1,100,-0.336
1734686992.358134,1268791.000,8203,2,GZ,1,100,-0.336
1734686992.398133,1268831.000,8220,3,GZ,1,100,-0.458
1734686992.438133,1268871.000,8220,3,GZ,1,100,-0.336
1734686992.478132,1268911.000,8220,3,GZ,1,100,-0.244
1734686992.518131,1268951.000,8239,2,GZ,1,100,-0.244
1734686992.558130,1268991.000,8239,2,GZ,1,100,-0.702
1734686992.598129,1269031.000,8255,3,GZ,1,100,-0.183
1734686992.638129,1269071.000,8255,3,GZ,1,100,0.122
1734686992.678128,1269111.000,8255,3,GZ,1,100,-0.275
1734686992.718127,1269151.000,8272,2,GZ,1,100,-0.092
1734686992.758126,1269191.000,8272,2,GZ,1,100,-0.305
1734686992.793792,1269226.667,8287,3,GZ,1,100,-0.366
1734686992.829458,1269262.333,8287,3,GZ,1,100,-0.946
1734686992.865124,1269298.000,8287,3,GZ,1,100,-1.526
1734686992.905123,1269338.000,8304,3,GZ,1,100,-0.122
1734686992.945122,1269378.000,8304,3,GZ,1,100,0.153
1734686992.985121,1269418.000,8304,3,GZ,1,100,0.427
1734686993.025121,1269458.000,8321,2,GZ,1,100,-0.427
1734686993.065120,1269498.000,8321,2,GZ,1,100,-0.427
1734686993.105119,1269538.000,8338,3,GZ,1,100,0.061
1734686993.145118,1269578.000,8338,3,GZ,1,100,-0.549
1734686993.185118,1269618.000,8338,3,GZ,1,100,-0.488
1734686993.225117,1269658.000,8352,2,GZ,1,100,-0.488
1734686993.265116,1269698.000,8352,2,GZ,1,100,-0.183
1734686993.305115,1269738.000,8372,3,GZ,1,100,0.122
1734686993.345114,1269778.000,8372,3,GZ,1,100,-0.336
1734686993.385114,1269818.000,8372,3,GZ,1,100,-0.366
1734686993.425113,1269858.000,8388,3,GZ,1,100,-0.183
1734686993.465112,1269898.000,8388,3,GZ,1,100,0.183
1734686993.505111,1269938.000,8388,3,GZ,1,100,-0.397
1734686993.545110,1269978.000,8405,2,GZ,1,100,-0.671
1734686993.585110,1270018.000,8405,2,GZ,1,100,-0.275
1734686993.625109,1270058.000,8419,3,GZ,1,100,-0.122
1734686993.665108,1270098.000,8419,3,GZ,1,100,-0.183
1734686993.705107,1270138.000,8419,3,GZ,1,100,-0.610
1734686993.745106,1270178.000,8437,2,GZ,1,100,-0.397
1734686993.785106,1270218.000,8437,2,GZ,1,100,-0.488
1734686993.825105,1270258.000,8453,3,GZ,1,100,-0.092
1734686993.865104,1270298.000,8453,3,GZ,1,100,-0.122
1734686993.905103,1270338.000,8453,3,GZ,1,100,-0.092
1734686993.945102,1270378.000,8470,2,GZ,1,100,-0.366
1734686993.985102,1270418.000,8470,2,GZ,1,100,-0.244
1734686994.020434,1270453.333,8485,3,GZ,1,100,-0.488
1734686994.055767,1270488.667,8485,3,GZ,1,100,0.000
1734686994.091100,1270524.000,8485,3,GZ,1,100,-0.092
1734686994.131099,1270564.000,8502,3,GZ,1,100,-0.275
1734686994.171098,1270604.000,8502,3,GZ,1,100,-0.336
1734686994.211097,1270644.000,8502,3,GZ,1,100,-0.305
1734686994.251096,1270684.000,8520,2,GZ,1,100,-0.275
1734686994.291096,1270724.000,8520,2,GZ,1,100,-0.122
1734686994.331095,1270764.000,8538,3,GZ,1,100,-0.336
1734686994.371094,1270804.000,8538,3,GZ,1,100,-0.458
1734686994.411093,1270844.000,8538,3,GZ,1,100,-0.244
1734686994.451092,1270884.000,8552,2,GZ,1,100,-0.336
1734686994.491092,1270924.000,8552,2,GZ,1,100,-0.488
1734686994.531091,1270964.000,8569,3,GZ,1,100,-0.092
1734686994.571090,1271004.000,8569,3,GZ,1,100,-0.671
1734686994.611089,1271044.000,8569,3,GZ,1,100,-0.671
1734686994.651088,1271084.000,8585,2,GZ,1,100,-0.244
1734686994.691088,1271124.000,8585,2,GZ,1,100,-0.122
1734686994.731087,1271164.000,8603,3,GZ,1,100,-0.122
1734686994.771086,1271204.000,8603,3,GZ,1,100,-0.275
1734686994.811085,1271244.000,8603,3,GZ,1,100,-0.519
1734686994.851084,1271284.000,8618,2,GZ,1,100,-0.153
1734686994.891084,1271324.000,8618,2,GZ,1,100,-0.305
1734686994.931083,1271364.000,8643,4,GZ,1,100,-0.427
1734686994.971082,1271404.000,8643,4,GZ,1,100,-0.092
1734686995.011081,1271444.000,8643,4,GZ,1,100,-0.732
1734686995.051080,1271484.000,8643,4,GZ,1,100,-0.366
1734686995.091080,1271524.000,8659,3,GZ,1,100,-0.214
1734686995.131079,1271564.000,8659,3,GZ,1,100,-0.305
1734686995.171078,1271604.000,8659,3,GZ,1,100,-0.244
1734686995.206744,1271639.667,8676,3,GZ,1,100,-0.305
1734686995.242410,1271675.333,8676,3,GZ,1,100,-0.305
1734686995.278076,1271711.000,8676,3,GZ,1,100,-0.061
1734686995.317575,1271750.500,8692,2,GZ,1,100,-0.183
1734686995.357074,1271790.000,8692,2,GZ,1,100,-0.214
1734686995.397407,1271830.333,8710,3,GZ,1,100,-0.519
1734686995.437740,1271870.667,8710,3,GZ,1,100,-0.763
1734686995.478072,1271911.000,8710,3,GZ,1,100,0.092
1734686995.518071,1271951.000,8724,2,GZ,1,100,-0.305
1734686995.558070,1271991.000,8724,2,GZ,1,100,-0.763
1734686995.597736,1272030.667,8741,3,GZ,1,100,-0.488
1734686995.637402,1272070.333,8741,3,GZ,1,100,-0.549
1734686995.677068,1272110.000,8741,3,GZ,1,100,-0.702
1734686995.717067,1272150.000,8760,2,GZ,1,100,-0.183
1734686995.757066,1272190.000,8760,2,GZ,1,100,0.153
1734686995.797399,1272230.333,8777,3,GZ,1,100,0.122
1734686995.837732,1272270.667,8777,3,GZ,1,100,-0.061
1734686995.878064,1272311.000,8777,3,GZ,1,100,-0.153
1734686995.918063,1272351.000,8792,2,GZ,1,100,-0.275
1734686995.958063,1272391.000,8792,2,GZ,1,100,-0.641
1734686995.998062,1272431.000,8809,3,GZ,1,100,-0.977
1734686996.038061,1272471.000,8809,3,GZ,1,100,-0.610
1734686996.078060,1272511.000,8809,3,GZ,1,100,0.305
1734686996.117726,1272550.667,8825,3,GZ,1,100,-0.488
1734686996.157392,1272590.333,8825,3,GZ,1,100,-0.397
1734686996.197058,1272630.000,8825,3,GZ,1,100,-0.854
1734686996.237557,1272670.500,8842,2,GZ,1,100,-0.549
1734686996.278056,1272711.000,8842,2,GZ,1,100,-0.336
1734686996.318055,1272751.000,8859,3,GZ,1,100,-0.427
1734686996.358055,1272791.000,8859,3,GZ,1,100,-0.427
1734686996.398054,1272831.000,8859,3,GZ,1,100,-0.153
1734686996.431053,1272864.000,8874,2,GZ,1,100,-0.549
1734686996.464052,1272897.000,8874,2,GZ,1,100,-0.153
1734686996.504052,1272937.000,8892,3,GZ,1,100,1.038
1734686996.544051,1272977.000,8892,3,GZ,1,100,0.427
1734686996.584050,1273017.000,8892,3,GZ,1,100,-0.519
1734686996.624049,1273057.000,8909,3,GZ,1,100,-0.427
1734686996.664049,1273097.000,8909,3,GZ,1,100,-0.214
1734686996.704048,1273137.000,8909,3,GZ,1,100,-0.793
1734686996.744047,1273177.000,8926,2,GZ,1,100,-1.038
1734686996.784046,1273217.000,8926,2,GZ,1,100,-0.275
1734686996.824045,1273257.000,8941,3,GZ,1,100,-0.061
1734686996.864045,1273297.000,8941,3,GZ,1,100,0.305
1734686996.904044,1273337.000,8941,3,GZ,1,100,0.214
1734686996.944043,1273377.000,8957,2,GZ,1,100,-0.122
1734686996.984042,1273417.000,8957,2,GZ,1,100,0.153
1734686997.024041,1273457.000,8975,3,GZ,1,100,-0.244
1734686997.064041,1273497.000,8975,3,GZ,1,100,-0.610
1734686997.104040,1273537.000,8975,3,GZ,1,100,-0.336
1734686997.144039,1273577.000,8991,2,GZ,1,100,-0.397
1734686997.184038,1273617.000,8991,2,GZ,1,100,-0.488
1734686997.224037,1273657.000,9006,3,GZ,1,100,-0.397
1734686997.264037,1273697.000,9006,3,GZ,1,100,-0.214
1734686997.304036,1273737.000,9006,3,GZ,1,100,-0.305
1734686997.344035,1273777.000,9023,2,GZ,1,100,-0.244
1734686997.384034,1273817.000,9023,2,GZ,1,100,-0.244
1734686997.424033,1273857.000,9042,3,GZ,1,100,-0.244
1734686997.464033,1273897.000,9042,3,GZ,1,100,-0.397
1734686997.504032,1273937.000,9042,3,GZ,1,100,-0.214
1734686997.539698,1273972.667,9058,3,GZ,1,100,-0.244
1734686997.575364,1274008.333,9058,3,GZ,1,100,-0.580
1734686997.611030,1274044.000,9058,3,GZ,1,100,-0.275
1734686997.651029,1274084.000,9073,2,GZ,1,100,-0.122
1734686997.691028,1274124.000,9073,2,GZ,1,100,-0.488
1734686997.731027,1274164.000,9090,3,GZ,1,100,-0.610
1734686997.771027,1274204.000,9090,3,GZ,1,100,-0.519
1734686997.811026,1274244.000,9090,3,GZ,1,100,-0.214
1734686997.851025,1274284.000,9107,2,GZ,1,100,0.244
1734686997.891024,1274324.000,9107,2,GZ,1,100,-0.092
1734686997.931023,1274364.000,9123,3,GZ,1,100,-0.122
1734686997.971023,1274404.000,9123,3,GZ,1,100,0.244
1734686998.011022,1274444.000,9123,3,GZ,1,100,-0.641
1734686998.051021,1274484.000,9140,2,GZ,1,100,-1.068
1734686998.091020,1274524.000,9140,2,GZ,1,100,-0.732
1734686998.131019,1274564.000,9155,3,GZ,1,100,-0.031
1734686998.171019,1274604.000,9155,3,GZ,1,100,-0.397
1734686998.211018,1274644.000,9155,3,GZ,1,100,-0.549
1734686998.251017,1274684.000,9174,3,GZ,1,100,-0.061
1734686998.291016,1274724.000,9174,3,GZ,1,100,-0.214
1734686998.331016,1274764.000,9174,3,GZ,1,100,-0.671
1734686998.371015,1274804.000,9191,2,GZ,1,100,0.214
1734686998.411014,1274844.000,9191,2,GZ,1,100,0.488
1734686998.451013,1274884.000,9208,3,GZ,1,100,-0.549
1734686998.491012,1274924.000,9208,3,GZ,1,100,-1.007
1734686998.531012,1274964.000,9208,3,GZ,1,100,-0.061
1734686998.571011,1275004.000,9222,2,GZ,1,100,-0.305
1734686998.611010,1275044.000,9222,2,GZ,1,100,-0.580
1734686998.650676,1275083.667,9240,3,GZ,1,100,-0.488
1734686998.690342,1275123.333,9240,3,GZ,1,100,0.244
1734686998.730008,1275163.000,9240,3,GZ,1,100,-0.519
1734686998.766007,1275199.000,9256,3,GZ,1,100,-0.549
1734686998.802006,1275235.000,9256,3,GZ,1,100,0.092
1734686998.838005,1275271.000,9256,3,GZ,1,100,-0.336
1734686998.878005,1275311.000,9273,2,GZ,1,100,-0.488
1734686998.918004,1275351.000,9273,2,GZ,1,100,-0.366
1734686998.958003,1275391.000,9287,3,GZ,1,100,-0.122
1734686998.998002,1275431.000,9287,3,GZ,1,100,-0.397
1734686999.038002,1275471.000,9287,3,GZ,1,100,-0.305
1734686999.078001,1275511.000,9307,2,GZ,1,100,-0.366
1734686999.118000,1275551.000,9307,2,GZ,1,100,-0.244
1734686999.157999,1275591.000,9323,3,GZ,1,100,-0.397
1734686999.197998,1275631.000,9323,3,GZ,1,100,-0.244
1734686999.237998,1275671.000,9323,3,GZ,1,100,-0.183
1734686999.277997,1275711.000,9340,2,GZ,1,100,-0.214
1734686999.317996,1275751.000,9340,2,GZ,1,100,-0.366
1734686999.357995,1275791.000,9355,3,GZ,1,100,-0.305
1734686999.397994,1275831.000,9355,3,GZ,1,100,-0.427
1734686999.437994,1275871.000,9355,3,GZ,1,100,-0.549
1734686999.477993,1275911.000,9372,2,GZ,1,100,-0.397
1734686999.517992,1275951.000,9372,2,GZ,1,100,-0.427
1734686999.557991,1275991.000,9388,3,GZ,1,100,-0.458
1734686999.597990,1276031.000,9388,3,GZ,1,100,-0.336
1734686999.637990,1276071.000,9388,3,GZ,1,100,-0.519
1734686999.677989,1276111.000,9406,2,GZ,1,100,-0.427
1734686999.717988,1276151.000,9406,2,GZ,1,100,-0.366
1734686999.757987,1276191.000,9422,3,GZ,1,100,-0.214
1734686999.797986,1276231.000,9422,3,GZ,1,100,-0.092
1734686999.837986,1276271.000,9422,3,GZ,1,100,-0.366
1734686999.877985,1276311.000,9439,2,GZ,1,100,-0.549
1734686999.917984,1276351.000,9439,2,GZ,1,100,-0.061
1734686999.953317,1276386.333,9455,3,GZ,1,100,-0.092
1734686999.988649,1276421.667,9455,3,GZ,1,100,-0.366
1734687000.023982,1276457.000,9455,3,GZ,1,100,-0.519
1734687000.063981,1276497.000,9482,3,GZ,1,100,-0.366
1734687000.103980,1276537.000,9482,3,GZ,1,100,-0.244
1734687000.143980,1276577.000,9482,3,GZ,1,100,-0.275
1734687000.183979,1276617.000,9497,2,GZ,1,100,-0.244
1734687000.223978,1276657.000,9497,2,GZ,1,100,0.061
1734687000.263977,1276697.000,9513,3,GZ,1,100,-0.214
1734687000.303976,1276737.000,9513,3,GZ,1,100,-0.763
1734687000.343976,1276777.000,9513,3,GZ,1,100,-0.275
1734687000.383975,1276817.000,9530,3,GZ,1,100,-0.244
1734687000.423974,1276857.000,9530,3,GZ,1,100,-0.427
1734687000.463973,1276897.000,9530,3,GZ,1,100,-0.336
1734687000.503972,1276937.000,9547,2,GZ,1,100,-0.244
1734687000.543972,1276977.000,9547,2,GZ,1,100,-0.305
1734687000.583971,1277017.000,9563,3,GZ,1,100,-0.366
1734687000.623970,1277057.000,9563,3,GZ,1,100,-0.397
1734687000.663969,1277097.000,9563,3,GZ,1,100,-0.366
1734687000.703968,1277137.000,9579,2,GZ,1,100,0.061
1734687000.743968,1277177.000,9579,2,GZ,1,100,-0.305
1734687000.783967,1277217.000,9597,3,GZ,1,100,-0.671
1734687000.823966,1277257.000,9597,3,GZ,1,100,-0.153
1734687000.863965,1277297.000,9597,3,GZ,1,100,-0.488
1734687000.903965,1277337.000,9614,2,GZ,1,100,-0.641
1734687000.943964,1277377.000,9614,2,GZ,1,100,-0.305
1734687000.983963,1277417.000,9631,3,GZ,1,100,-0.244
1734687001.023962,1277457.000,9631,3,GZ,1,100,-0.305
1734687001.063961,1277497.000,9631,3,GZ,1,100,0.000
1734687001.099627,1277532.667,9646,3,GZ,1,100,0.275
1734687001.135293,1277568.333,9646,3,GZ,1,100,-0.275
1734687001.170959,1277604.000,9646,3,GZ,1,100,0.000
1734687001.210958,1277644.000,9662,2,GZ,1,100,-0.610
1734687001.250957,1277684.000,9662,2,GZ,1,100,-0.458
1734687001.290957,1277724.000,9679,3,GZ,1,100,-0.214
1734687001.330956,1277764.000,9679,3,GZ,1,100,-0.580
1734687001.370955,1277804.000,9679,3,GZ,1,100,-0.671
1734687001.410954,1277844.000,9696,3,GZ,1,100,-0.549
1734687001.450953,1277884.000,9696,3,GZ,1,100,-0.549
1734687001.490953,1277924.000,9696,3,GZ,1,100,-0.641
1734687001.530952,1277964.000,9712,2,GZ,1,100,-0.916
1734687001.570951,1278004.000,9712,2,GZ,1,100,-1.038
1734687001.610950,1278044.000,9729,3,GZ,1,100,-1.007
1734687001.650949,1278084.000,9729,3,GZ,1,100,-0.977
1734687001.690949,1278124.000,9729,3,GZ,1,100,-0.641
1734687001.730948,1278164.000,9747,2,GZ,1,100,-1.282
1734687001.770947,1278204.000,9747,2,GZ,1,100,-1.190
1734687001.810946,1278244.000,9763,3,GZ,1,100,-0.732
